text,sent
foto dreamstime,neutral
češki premier petr nečas se je zaradi plače in nagrad izplačanih vodji njegove pisarne jani nagjovi znašel na udaru medijev nagjova naj bi namreč lani več mesecev prejemala izredno visoke zneske v višini več sto tisoč čeških kron kar so tamkajšnji mediji ocenili kot povsem neprimerno,negative
nagjova je denimo marca lani ob plači ki znaša 33590 kron 1310 evrov in dodatkih v višini 49 600 kron 1934 evrov prejela še nagrado v višini 190 tisoč kron 7410 evrov s tem je po mesečnih dohodkih močno presegla samega nečasa ki prejme 165 tisoč kron 6435 evrov,neutral
nagrada za tajnico zaradi izrednega truda,positive
tudi v januarju je nagjova prejela nagrado v višini 100000 kron je poročal konservativni spletni portal aktualnecz povprečna mesečna plača na češkem je sicer okoli 24000 kron 936 evrov poroča avstrijska tiskovna agencija apa,neutral
tiskovni predstavnik vlade jan osuch je pojasnil da si je nagjova nagrade prislužila zaradi izrednega truda pri opravljanju zelo pomembnih delovnih nalog premier nečas pa se je na poročanje medijev odzval z ogorčenjem moji ljudje garajo kot konji 12 ur na dan je poudaril za časnik mlada fronta dnes,neutral
sintagma o novih ljudeh je bila zlorabljena,negative
situacija je drugačna ker so te volitve jasno pokazale da si volivci želijo novih obrazov ali je bila manipulacija z novimi obrazi korak k temu da se oblikuje desna vlada pa ni vprašanje zame je povedal dejstvo je da so volivke in volivci izvoljenim poslancem naložili odgovornost da sestavijo široko sredinsko vlado če se bo to zgodilo bo to odraz njihove sposobnosti da prekinejo izključevanje in delitve državljank in državljanov levodesno tako kot so govorili v volilni kampanji ,neutral
in kako danes presekati pat položaj za sklenitev dogovora in njegovo spoštovanje sta potrebna dva tako si tudi jaz predstavljam da bo mogoče prišel čas ko se bosta namesto novih obrazov našla dva človeka ki bosta to naredila sintagma o novih ljudeh je bila zlorabljena in z neko manipulacijo se je zgodilo to kar imamo sedaj pravi,neutral
količnik najbolj kakovostnega kapitala banke je ob tem konec lanskega leta znašal 9 86 odstotka potem ko je bil konec tretjega četrtletja pri 8 65 odstotka banka je lani zagnala obsežen varčevalni program s katerim namerava letno prihraniti pet milijard evrov program predvideva tudi obsežno odpuščanje,neutral
lani prodali za 34 milijard dolarjev premoženja,neutral
poslovanje bank of america so precej izboljšali enkratni prihodki lani je prodala za 34 milijard dolarjev premoženja ki ni bistveno za opravljanje njene osnovne dejavnosti tako je samo prodaja delnic kitajske banke china construction bank v zadnjem četrtletju v blagajno prinesla 2 9 milijarde dolarjev,positive
bank of america se še vedno bori s težavami ki segajo v čas propada nepremičninskega trga s prevzemom banke countrywide si je nakopala dediščino slabih hipotek in poplavo tožb vlagateljev ter regulatorjev zaradi vrednostnih papirjev na podlagi drugorazrednih hipotek ki so izgubili svojo vrednost septembra lani je napovedala da bo odpustila 30000 ljudi,neutral
krka danes popoldne razkriva lansko poslovanje ob objavi rezultatov tretjega četrtletja je dolenjski farmacevt za minulo leto napovedal 1 07 milijarde evrov prihodkov od prodaje in 162 milijonov evrov čistega dobička če bo krka dosegla oceno so bili prihodki od prodaje šest odstotkov večji kot leta 2010 čisti dobiček pa se je zmanjšal za pet odstotkov praviloma je dejansko ustvarjen rezultat malenkost boljši od napovedi analitiki tako pričakujejo okoli 166 milijonov evrov čistega dobička kar pa je vseeno tri odstotke manj kot predlanskim dolenjski farmacevt tudi letos načrtuje šestodstotno rast prodaje presegla naj bi 1 13 milijarde evrov čisti dobiček naj bi letos dosegel 170 milijonov evrov kar pa je še vedno manj kot v letih 2009 in 2008 bo pa krka letos za naložbe porabila okoli 200 milijonov evrov kar je skoraj dvakrat več kot lani del povečanja je sicer posledica zamude pri izvajanju lanskih investicij ki so se zavlekle v letošnje leto,neutral
raziskave javnega mnenja kažejo da bo od 55 do 61 odstotkov volivcev na referendumu podprlo vstop v unijo,positive
hrvaški državljani bodo v nedeljo odločali o članstvu svoje države v evropski uniji potem ko je državni vrh decembra lani podpisal pristopno pogodbo po skoraj šestletnih pogajanjih z brusljem raziskave javnega mnenja od julija lani kažejo da bo od 55 do 61 odstotkov volivcev na referendumu podprlo vstop v povezavo,neutral
članstvo hrvaške v eu je bil eden od strateških ciljev države od njene osamosvojitve opredelitev tega članstva kot strateškega nacionalnega interesa države je hrvaški sabor potrdil v četrtek z deklaracijo ki jo je podprlo 127 poslancev ob enem samem glasu proti,positive
najpomembnejši referendum po osamosvojitvi,positive
nedeljski referendum bo prvi referendum po tistem o osamosvojitvi hrvaške ko so državljani maja 1991 osamosvojitev podprli z več kot 90 odstotki glasov lani so sicer v saboru ravno zaradi obveznega izrekanja volje ljudstva za vstop v eu nekoliko omilili referendumska pravila,positive
tako bo za potrditev članstva v eu potrebna nadpolovična večina tistih ki se udeležijo referenduma in ne polovica vseh hrvaških državljanov z volilno pravico kot je to določala stara referendumska zakonodaja slednjo so svoj čas zaostrili tudi zaradi strahu pred morebitnim odločanjem o vstopu v kakšno novo jugoslavijo,neutral
vstop v eu brez alternative,neutral
na referendumsko vprašanje ali ste za članstvo republike hrvaške v evropski uniji bo lahko odgovorilo nekaj več kot 4 5 milijona hrvaških volilnih upravičencev med katerimi jih približno 413000 živi v tujini,neutral
hrvaški državni vrh je letos začel agresivno kampanjo v prid članstvu v vseh dostopnih medijih poskuša prepričati državljane da vstop v eu nima resne alternative,neutral
bruselj če bo referendum uspešen se lahko začne ratifikacija pristopne pogodbe,neutral
referendum o vstopu hrvaške v eu je pomemben korak v zadnji fazi pristopnega procesa hrvaške so v pričakovanju nedeljskega referenduma danes poudarili v evropski komisiji v bruslju,neutral
če bo referendum uspešen se namreč lahko začne proces ratifikacije pristopne pogodbe ki so jo hrvaška in članice eu podpisale decembra lani s ciljem da bi hrvaška postala polnopravna članica unije 1 julija 2013 so spomnili v bruslju,positive
obvladovanje prehrambene industrije s strani mafije pomeni okoli 5 6 odstotka celotnega posla organiziranega kriminala v državi,neutral
organizirani kriminal se je v italiji po ugotovitvah ta teden objavljene preiskave parlamentarne komisije razširil po prehrambni verigi od okoli 300 milijard evrov vredne pridelave hrane organizirani kriminal obvladuje okoli 12 5 milijarde evrov posla kar je okoli 5 6 odstotka celotnega posla organiziranega kriminala v državi,negative
to je razkrila ta teden predstavljena parlamentarna preiskava ki je pokazala tudi da se je organizirani kriminal zajedel v celotno prehrambno verigo,neutral
mafija diktira raven prihodkov kmetov in cen izdelkov v trgovini,negative
kriminalne združbe tako pogosto diktirajo raven cen izdelkov tako prihodkov kmetov kot cen ki jih plačajo končni potrošniki nadzorujejo nakupe kmetijskih zemljišč in transport izdelkov do trgovin pri tem so na eni strani oškodovani kmetje ki jim nižajo cene surovin na drugi strani pa potrošniki ki za hrano plačujejo več kot bi lahko,neutral
pogosto kriminalne združbe tudi ponarejajo embalažo in znamke prehrambnih izdelkov ter jih pod pretvezo da gre za vrhunske italijanske izdelke ki pa dejansko nimajo nič opraviti z italijo prodajajo na trgu vrednost tega posla po svetu kot poročajo italijanski mediji letno dosega 60 milijard evrov,negative
ponaredki izdelkov zajemajo sire olivno olje in testenine,neutral
po podatkih največjega italijanskega združenja kmetijskih proizvajalcev coldiretti ki je prispevalo podatke za parlamentarno preiskavo ponaredki zajemajo vse od sirov do salam olivnega olja in testenin,neutral
pri tem so v vrhunske italijanske izdelke prepakirani tudi tuji izdelki v letu 2009 je bilo po podatkih združenja v italijo uvoženih za devet milijard evrov prehrambnih izdelkov ki so jih nato kriminalne združbe prepakiral,neutral
evropska komisija želi biti zgled zato namerava v letu 2013 za odstotek zmanjšati število delovnih mest kar bo prvi korak k petodstotnemu zmanjšanju števila zaposlenih v naslednjih petih letih,negative
evropska komisija je danes pozvala vse institucije eu k varčevanju pri pripravi upravnih proračunov za prihodnje leto ta poziv sicer prihaja v senci sporov članic unije s komisijo ki po drugi strani spet brani zvišanje plač evropskim uradnikom v bruslju čeprav večina evropskih vlad v krizi plače svojih birokratov krči,negative
evropska komisija želi biti zgled,positive
evropski komisar za proračun janusz lewandowski je danes vsem vodjem institucij eu poslal dopis v katerem poudarja da so številne članice unije prisiljene zmanjševati svoje upravne odhodke zaradi gospodarske in finančne krize zato je izjemno pomembno da tudi institucije eu pokažejo da v sedanjih razmerah ravnajo odgovorno,positive
evropska komisija želi biti zgled zato namerava v letu 2013 za odstotek zmanjšati število delovnih mest kar bo prvi korak k petodstotnemu zmanjšanju števila zaposlenih v naslednjih petih letih ta ukrep je skladen s predlogom ki ga je komisija podala za večletni finančni okvir 20142020 in v katerem poziva h krčenju delovnih mest v vseh institucijah eu,negative
metoda,neutral
a po drugi strani komisija pred sodiščem eu ponovno brani lani predvideno 1 7odstotno zvišanje plač uradnikom eu v bruslju v skladu s sporno formulo za izračun letne prilagoditve plač medtem ko članice unije menijo da bi bila zamrznitev plač v teh kriznih časih bistveno bolj primerna,negative
v skladu z omenjeno formulo ti metodo se spremlja gibanje kupne moči nacionalnih javnih uslužbencev v osmih državah članicah  veliki britaniji nemčiji franciji italiji nizozemski španiji belgiji in luksemburgu ki predstavljajo 76 odstotkov bruto domačega proizvoda eu,neutral
članice unije so novembra lani pozvale komisijo naj uporabi določbo o izjemi ki dejansko omogoča začasno prekinitev uporabe metode če so izpolnjeni strogi zakonski pogoji v zvezi z resnim in nenadnim poslabšanjem ekonomskega in socialnega položaja ki ga z metodo ni mogoče meriti a analiza je po navedbah komisije pokazala da ti pogoji niso bili izpolnjeni,negative
članice se bruslju zoperstavile že leta 2009,neutral
omenjena metoda in zviševanje plač okoli 46 tisoč evrokratom v bruslju medtem ko vlade po vsej evropi v najhujši krizi evra doslej režejo plače v javnem sektorju je v minulih letih sprožila veliko razburjenja,negative
konec leta 2009 članice unije niso želele potrditi 3 7odstotnega zvišanja plač uradnikom eu v bruslju ki ga je predlagala komisija temveč so na koncu potrdile le 1 85odstotno zvišanje komisija je zato sprožila postopek na sodišču eu ki je prisodilo v prid uradnikom in povišanje je bilo izplačano v celoti podoben scenarij se obeta tudi tokrat,neutral
na zavodu rs za zaposlovanje je bilo konec novembra prijavljenih več kot 111 tisoč brezposelnih kar je 0 1 odstotka več kot konec oktobra oziroma sedem odstotkov več kot novembra predlanskim zaposlilo oziroma samozaposlilo se je za 3 8 odstotka več brezposelnih kot mesec prej podatki zavoda za zaposlovanje še kažejo da se je novembra na novo prijavilo 8592 brezposelnih kar je 27 3 odstotka manj kot oktobra in 16 8 odstotka manj kot novembra predlanskim v prvih 11 mesecih lani se je na zavod prijavilo 90679 brezposelnih med njimi največ takih ki so izgubili zaposlitev za določen čas,negative
teh je bilo več kot 40 tisoč ena najbolj prizadetih panog je gradbeništvo k čemur sta pripomogla splahneli gospodarski optimizem in odsotnost proaktivne vloge države da bi zagnala obljubljene naložbene projekte v prometni infrastrukturi energetiki in ekologiji pravi direktor zbornice gradbeništva in industrije gradbenega materiala pri gospodarski zbornici slovenije gzs jože renar v zbornici pričakujejo da bo slovensko gradbeništvo doseglo dno komaj letos panogi kaže slabo posledice pa se bodo prenesle tudi na mnoge spremljajoče panoge  od lesne kovinske kemične in elektroindustrije do inženiringov in bančništva  dodaja renar,negative
američani nočejo  ne smejo delati 72 ur na teden imajo previsokonizko izobrazbo jih je treba plačati preveč tamkajšnji proizvajalci pa se niso sposobni čez noč prilagoditi povečanju  zmanjšanju povpraševanja,negative
ne tako dolgo nazaj se je apple ameriškim kupcem lahko pohvalil da so njegovi izdelki proizvedeni v zda danes so skoraj vsi izdelki ki jih prodaja narejeni izven zda piše new york times,neutral
vsa proizvodnja je že tam  v aziji,positive
razlogov za selitev proizvodnje je več eden je ta da se je tja pač preselila celotna dobavna veriga in dele za iphone izdelujejo domala v tovarnah čez cesto ta razlog je posledica dejstva da ameriški zaposleni nočejo in tudi ne smejo delati v na pol suženjskih razmerah v katerih delajo denimo kitajci ti so v razmerah zaradi katerih bi v evropi direktorja podjetja poslali v zapor pripravljeni delati za drobiž ker je alternativa še slabša socialne mreže na kitajskem kljub temu da naj bi bila država socialistična pač ni,negative
vodilni pravijo da čeprav so američani med najbolj izobraženimi na svetu primanjkuje ljudi s srednjim nivojem znanja ki jih potrebujejo tovarne tam naj bi potrebovali kader ki je na pol poti med srednješolsko in univerzitetno izobrazbo,negative
trg dela ni dovolj prilagodljiv,negative
v applu so ocenili da bi iskanje 8 700 inženirjev potrebnih za vodenje 200 tisoč zaposlenih ki izdelujejo iphone v zda trajalo vsaj devet mesecev na kitajskem so jih našli v 15 dneh prepričani so da v 314milijonskih zda preprosto ni dovolj primerno izobraženih ljudi niti tovarn ki bi na povpraševanje zmogle odgovoriti dovolj hitro in biti dovolj prilagodljive,neutral
ne bi nas smeli kritizirati ker zaposlujemo kitajce zda so nehale proizvajati ljudi z izobrazbo ki jo potrebujemo  je dejal eden od applovih direktorjev,neutral
aktivnost japonskega gospodarstva bolj ali manj stagnira predvsem zaradi vplivov upočasnitve gospodarskega okrevanja v tujini in krepitve jena pravijo pri centralni banki,negative
japonsko gospodarstvo se bo v tekočem proračunskem letu ki se bo izteklo marca skrčilo za 0 4 odstotka je danes ocenila japonska centralna banka ki je v prejšnji napovedi pričakovala 0 3odstotno gospodarsko rast slabši rezultat pripisujejo upočasnitvi gospodarskega okrevanja v tujini in krepitvi jena,negative
krepitev jena,neutral
aktivnost japonskega gospodarstva bolj ali manj stagnira predvsem zaradi vplivov upočasnitve gospodarskega okrevanja v tujini in krepitve jena je v izjavi zapisala centralna banka in dodala da so k slabšemu rezultatu prispevale tudi poplave na tajskem ki so povzročile zastoj v proizvodnji več ključnih japonskih podjetij,negative
v proračunskem letu 2012 naj bi se japonski bruto domači proizvod zvišal za dva odstotka kar pomeni da je japonska centralna banka prejšnjo napoved popravila za 0 2 odstotne točke navzdol centralna banka je ob tem sicer opozorila da bi bila lahko rast zaradi dolžniške krize v območju evra šibkejša  ne le v evropi ampak tudi drugod po svetu,negative
prvo leto preporoda japonske,neutral
japonska tretja gospodarsko najmočnejša država na svetu se že več let ne more rešiti iz deflacijske spirale japonska centralna banka pričakuje da se cene z izjemo sveže hrane v letih 2011 in 2012 ne bodo bistveno spremenile za tekoče proračunsko leto tako napoveduje 0 1odstotno deflacijo v letu 2012 ki se bo začelo aprila pa 0 1odstotno inflacijo,neutral
japonski premier jošihiko noda je v govoru v japonskem parlamentu danes obljubil da bo poskušal čim hitreje izvesti reformo na področju davkov in sociale opozicijo pa je pozval naj mu zavoljo prihodnjih generacij pomaga zajeziti visok primanjkljaj noda želi da bi bilo letošnje leto prvo leto preporoda japonske,positive
čisti dobiček ameriškega proizvajalca hitre prehrane je lani znašal 4 2 milijarde evrov kar je 11 odstotkov več kot leto prej,positive
foto bloomberg,neutral
vodilna svetovna veriga restavracij hitre prehrane mcdonalds je lani zabeležila 27 milijard dolarjev prihodkov 20 8 milijarde evrov kar je 12 odstotkov več kot leto prej čisti dobiček se je zvišal za 11 odstotkov na 5 5 milijarde dolarjev 4 2 milijarde evrov je družba objavila na spletni strani rast so zabeležili na vseh trgih,positive
dobiček na delnico je v zadnjem lanskem četrtletju znašal 1 33 dolarja kar je 15 odstotkov več kot v enakem obdobju leta 2010 v celotnem lanskem letu pa je porasel za 15 odstotkov na 5 27 dolarja na delnico,positive
prodajo povečali za 5 6 odstotka,positive
v letu 2011 se je prodaja povečala za 5 6 odstotka v zadnjem lanskem četrtletju pa za 7 5 odstotka od tega v zda za 7 1 odstotka v evropi za 7 3 odstotka v aziji na bližnjem vzhodu in v afriki pa za 6 9 odstotka koncern je s 33000 restavracijami prisoten v 119 državah zaposluje pa okoli 1 7 milijona ljudi,positive
države vzhodne srednje in jv evrope se na račun evrske dolžniške krize soočajo s težavami pri vzpostavljanju javnofinančne stabilnosti mednarodni trgovini in z upadom nakazil iz tujine,negative
svetovna banka je danes odločila da bo v naslednjem dvoletnem obdobju za pomoč evropskim in srednjeazijskim državam v razvoju na voljo 27 milijard dolarjev 20 7 milijard evrov ki jih je prizadela evropska dolžniška kriza so sporočili iz svetovne banke,neutral
medtem ko učinki krize na države zahodne evrope dobivajo pozornost svetovne javnosti so najrevnejše državne vzhodne srednje in jugovzhodne evrope pravzaprav še bolj na udaru pravi prvi mož svetovne banke robert zoellick s temi sredstvi se bomo osredotočili na zapostavljene,neutral
pomoč naj bi državam ki se soočajo s težavami pri vzpostavljanju javnofinančne stabilnosti mednarodni trgovini in z upadom nakazil iz tujine pomagala vzdrževati trden makrofiskalni okvir slediti strukturnimi reformami poleg tega naj bi omogočila posojila srednjim in malim podjetjem sme ter zaščito najbolj občutljivim slojem prebivalstva,positive
največ nesoglasij je bilo pri združevanju ministrstva za kulturo z resorji za izobraževanje ter pri prenosu tožilstva na ministrstvo za notranje zadeve,negative
odbor za notranjo politiko je na današnji seji z 11 glasovi za in petimi proti potrdil in dz v sprejem predlagal z amandmaji dopolnjeno novelo zakona o vladi s katero bodo število ministrstev s sedanjih 15 zmanjšali na predvidoma 11,neutral
v popoldanskih urah predvidoma ob 16 uri bo na izredni seji o zakonu na plenarni seji razpravljal in odločal še državni zbor v celoti,neutral
novela ki so jo sicer vložili poslanci levosredinskih strank še pred glasovanjem o predsedniku pozitivne slovenije zoranu jankoviću kot mandatarskem kandidatu je predvidevala 12 ministrstev predstavniki koalicijskih partneric sds liste virant desus sls in nsi so jo na današnji seji odbora z dopolnili prilagodili tako da jih šteje enajst,neutral
brulc prenos tožilstva na mnz je državni udar,negative
poslance ps in sd je zmotil predviden prenos tožilstva v pristojnost resorja notranjega ministrstva nasprotovala sta mu zlasti roman jakič in maša kociper iz ps poslanec sd mirko brulc pa je takšno rešitev ocenil celo kot državni udar,negative
vodja poslanske skupine liste virant rihard braniselj je v zvezi s tem pojasnil da je bil h koalicijski pogodbi že sprejet protokol po katerem bo tožilstvo pod okvirom pravosodja in ne notranjih zadev vinko gorenak iz sds je napovedal da bodo člen ki se nanaša na položaj tožilstva pred sejo dz ustrezno uredili,neutral
nesoglasja pri združevanju kulturnega ministrstva,neutral
precej časa so člani odbora namenili tudi členu povezanemu z združevanjem resorja za kulturo z resorji izobraževanja znanosti in športa,neutral
poslanec pozitivne slovenije ps roman jakič je tako spomnil na peticijo ki jo je v teh dneh podpisalo okoli 1 700 državljanov med njimi eminentnih profesorjev in intelektualcev veliko je govora o tem kaj kultura pomeni za slovenski narod zato jakič meni da je takšno združevanje neproduktivno,neutral
vodja poslanske skupine liste virant rihard braniselj in poslanec sds vinko gorenak sta poudarila da novela zakona ne ukinja kulturnega ministrstva oz kulture ampak se bo minister samo drugače imenoval jožef jerovšek sds pa je dodal da bo kultura v primeru združitve z nekaterimi drugimi resorji zagotovo dobila državnega sekretarja,neutral
grki so tik pred sklenitvijo dogovora če jim to ne bo uspelo danes jim bo morda ta konec tedna meni olli rehn,neutral
evropski komisar olli rehn je izrazil upanje da se bo grčija z zasebnimi upniki dogovorila o delnem odpisu dolga še ta konec tedna oz najpozneje v nekaj dneh t i trojka je medtem atenam postavila nove pogoje za drugi sveženj pomoči nemški finančni minister wolfgang schäuble pa je opozoril da atene še niso izpolnile zavez iz prvega paketa,negative
zelo smo blizu dogovoru je po poročanju tujih tiskovnih agencij v svojem nagovoru na svetovnem gospodarskem forumu v švicarskem davosu dejal evropski komisar za denarne in gospodarske zadeve rehn grki so tik pred sklenitvijo dogovora če jim to ne bo uspelo danes jim bo morda ta konec tedna bolj verjetno je da ga bodo dosegli januarja kot februarja je bil optimističen,neutral
v ekonomskem ogledalu za januar v umarju pravijo da obstaja veliko tveganje da bo padec bdp letos večji od pol odstotka ki ga napoveduje mds,negative
v sloveniji kratkoročni kazalniki v oktobru in novembru nakazujejo upočasnitev gospodarske aktivnosti v zadnjem četrtletju lani gospodarska klima ki se je postopoma poslabševala od sredine lanskega leta 2011 se je poslabšala tudi januarja v ekonomskem ogledalu za januar piše urad republike slovenije za makroekonomske analize in razvoj umar,negative
prišli smo v fazo ko je napaden demokratični pravni sistem države in o pravni državni ni mogoče govoriti je prepričan dvomi tudi da bo policija ki še preiskuje dogodek sploh kaj ugotovila to se sploh ne bo preiskovalo to se bo čez čas pozabilo je skeptičen cepuder,negative
pobudnici tega poziva sta nemčija in francija francoski minister za gospodarstvo finance in industrijo francois baroin je ob tem poudaril da ta pobuda zelo močno kaže na to da je osrčje območja evra odločeno iti naprej,positive
slovenija se pobudi ni pridružila finančni minister franc križanič je novembra lani povedal da je za slovenijo davek smiselno uvesti na globalni ravni ali vsaj po celotni eu zgolj uvedba davka v območju evra pa ne bi bila najboljša rešitev,neutral
evropski davek je gospodarsko sprejemljiv,neutral
pobuda deveterice nakazuje možnost okrepljenega sodelovanja na tem področju kot na primer na področju čezmejnih razvez ali evropskega patenta ko soglasja prav tako ni bilo mogoče doseči evropskemu finančnemu davku sicer najbolj nasprotujeta velika britanija in švedska,neutral
barnier je danes na vprašanje ali se pri uvajanju evropskega davka na finančne transakcije obeta okrepljeno sodelovanje in ali bi takšno pobudo podprl odgovoril da bi bilo treba o smiselnosti davka prepričati vseh 27 članic unije in da ne želi ugibati o drugih scenarijih,neutral
devet držav je bolje kot dve ali tri a nimamo jih še 27 je dejal evropski davek na finančne transakcije je sicer po njegovih besedah gospodarsko sprejemljiv finančno produktiven tehnično preprosto izvedljiv in politično pravičen,neutral
azijske delnice so se večinoma rahlo okrepile pretežni del dneva pa so bile pod gladino kitajska inflacija se krepi,neutral
na azijskih borzah so bile delnice večji del trgovanja pod gladino izguba indeksa msci asia pacific je znašala skoraj odstotek na koncu pa so se vrnile na izhodišče vrednost indeksa se je okrepila za desetinko odstotka in tako ostaja blizu najvišjih vrednosti v zadnjega pol leta,neutral
skoraj petodstotna inflacija na kitajskem,neutral
kitajska inflacija ostaja visoka cene življenjskih potrebščin v januarju so se glede na leto prej dvignile za 4 5 odstotka kar je več od napovedi vseh 33 analitikov pri bloombergu,negative
skok japonskih kitajskih in korejskih delnic,neutral
kitajske delnice so v povprečju pridobile 0 4 odstotka japonski indeks nikkei je zrasel za 0 2 odstotka za desetinko odstotka so se skrčile delnice na borzi v hong kongu za pol odstotka so zrasle delnice na korejski borzi pocenile pa so se avstralske delnice,neutral
rezultati slabši od napovedi,negative
podjetja nadaljujejo z objavo rezultatov napovedi je za zdaj presegla približno četrtina od 316 podjetij med njimi ni rudar rio tinto čigar dobiček je nepričakovano padel za 59 odstotkov glede na leto prej vendar precej zaradi izrednih odpisov zaradi prodaje poslov z aluminijem železova ruda podjetju sicer prinaša visoke dobičke,neutral
farmacevt se je okrepil za 0 9 odstotka in skočil na 51 5 evra na vrednosti je pridobilo še nekaj delnic indeks je rahlo zrasel,positive
stanje ob 1300,neutral
za konec tedna so posredniki sklenili za 858 tisoč evrov poslov dobrega pol milijona je prispevala krka 108 tisoč telekom 30 tisoč pa mercator indeks sbi top se je zvišal za 0 29 odstotka najboljša je bila krka zrasla je za 0 88 odstotka na 51 5 evra,positive
telekom se je okrepil za 0 72 odstotka petrol je pridobil desetinko triglav luka koper in gorenje pa so ostali na izhodišču cena mercatorja se je znižala za 0 23 odstotka odstotek pa sta izgubila nkbm in intereuropa,neutral
sedem odstotkov je sicer izgubil nfd holding pet iskra avtoelektrika okoli tri pa laško in istrabenz rahlo se je zvišala cena aerodroma save re in slovenijalesa,neutral
stanje ob 1200,neutral
indeks sbi top je 0 2 odstotka nad gladino posredniki so sklenili za 722 tisoč evrov prometa na vrhu ostaja krka s 475 tisočaki telekom je dodal sto tisoč manj kot 20 tisoč pa gorenje,positive
krka je vodilna po rasti v prvi kotaciji zrasla je za 0 88 odstotka na 51 5 evra telekom je tesno za petami rahlo je zrasel petrol na izhodišču pa so intereuropa triglav in gorenje za 0 3 odstotka je padla nkbm za osem desetink se je skrčil mercator,neutral
luka koper se je pocenila za 2 3 odstotka za tri odstotke je padlo laško za sedem odstotkov se je pocenil nfd holding na dnu je iskra avtoelektrika odneslo ji je 13 odstotkov,negative
stanje ob 1100,neutral
posredniki so v uri in pol sklenili za okoli 600 tisoč evrov poslov s 450 tisočaki je vodilna krka na drugem mestu je telekom s 30 tisočaki mercator je prispeval pol manj indeks sbi top je zdaj pozitiven rast znaša 0 1 odstotka,positive
na vrhu prve kotacije je telekom ki je pridobil 0 7 odstotka za 0 24 odstotka se je okrepilo gorenje 0 22 odstotka je pridobila krka njena cena je zrasla na 51 16 evra petrol je na izhodišču rahel minus je utrpel mercator,neutral
cena najboljšega soseda se je znižala za 0 08 odstotka pol odstotka je izgubil triglav okoli odstotek pa nkbm in intereuropa na dnu prve kotacije je luka padla je za 1 2 odstotka,negative
najslabše se drži laško pocenilo se je za 14 odstotkov 14 odstotkov je izgubila iskra avtoelektrika dva odstotka pa salus,negative
stanje ob 1000,neutral
mercator nadaljuje z drsenjem po včerajšnjem padcu za sedem odstotkov se je zjutraj znižal za 2 3 odstotka cena je ob prometu 762 evrov padla na 127 evrov dva odstotka pod vodo je salus malo več kot odstotek je izgubila luka koper posredniki so sicer skupaj sklenili za 139 tisoč evrov poslov s 105 tisočaki je vodilna krka,negative
indeks sbi top je 0 62 odstotka pod gladino rahlo pozitivna je krka  pridobila je 0 1 odstotka za pol odstotka je zrasel aerodrom 0 4 odstotka je pridobil kd group druge delnice so negativne,neutral
odstotek je tako izgubila intereuropa pol odstotka pa telekom za 0 3 odstotka se je pocenila nkbm gorenje jena izhodišču,negative
prvi predstavnik slovenskih malih delničarjev naj bi pri trgovanju z delnicami na račun notranjih informacij dobro zaslužil,negative
predsednik vseslovenskega združenja malih delničarjev vzmd kristjan verbič je obtožen trgovanja z delnicami velane na podlagi notranjih informacij ki jih je pridobil kot predsednik vzmd piše dnevnik v primeru ki ga obravnava ljubljansko okrajno sodišče mu grozi do tri leta kazni,negative
kupoval in prodajal z dobičkom,negative
verbič je septembra 2007 kupoval delnice velane nekaj dni kasneje pa je njegovo združenje delničarjem velane poslalo delničarski sporazum s tem sporazumom so se podpisniki zavezali da bodo za delnico velane poskušali iztržiti najmanj 22 evrov oziroma nekajkrat več kot je bila ta tedaj vredna na borzi,negative
to je sprožilo tudi rekordno rast vrednosti delnice velane le kratek čas po poslanem sporazumu pa je verbič prodal večji del svojih delnic,negative
hekerji so v zadnjih dneh dvakrat onemogočili dostop do strani hrvaškega predsednika,negative
hekerji skupine anonymous so v zadnjih dneh dvakrat onemogočili dostop do spletne strani hrvaškega predsednika iva josipovića piše vecernjihr prvič je bila stran nedostopna v četrtek drugič pa še včeraj,negative
vzrok je v podpori ki jo je josipović kot prvi hrvaški državnik izrekel sporazumu za boj proti piratstvu acta prosto nalaganje podatkov z interneta je primerjal z jemanjem hrane s trgovskih polic brez plačila pridete v samopostrežno trgovino vzamete nekaj proizvodov in rečete tole bom vzel moja človekova pravica je da se nahranim je dejal,negative
koširja demantiran en prvih sklepov pahorjeve vlade,neutral
koširjevo izjavo za današnje delo pa negira sklep o primopredaji poslov na ministrstvih ki ga je pahorjeva vlada sprejela na prvi redni seji 22 novembra 2008 sklepu je priložen vzorec primopredajnega zapisnika ki vsebuje seznam potrebnih poročil o delu ministrstev v obdobju 20042008,neutral
musarjeva prav je da se vlade nadzirajo,neutral
o posledicah imenovanja marka jakliča na vrh lekarne ljubljana svetniki mol niso odločali,negative
ljubljanski mestni svetniki na današnji seji niso razpravljali ali zaradi imenovanja marka jakliča na sliki na položaj direktorja lekarne ljubljana prišlo do škodljivih posledic svetniška kluba sds in nsi sta namreč omenjeni predlog po razpravi umaknila saj želijo preprečiti manipulacijo podžupana ki začasno opravlja funkcijo župana aleša čerina,negative
foto urban štebljaj,negative
predlog umaknjen zaradi čerinovih amandmajev,neutral
svetniška kluba sds in nsi sta mestnemu svetu predlagala razširitev dnevnega reda s sklepom da ima ponovno imenovanje jakliča na položaj direktorja lekarne ljubljana škodljive posledice za ugled funkcije oziroma položaja direktorja tega zavoda in za ugled zavoda,negative
